Year,Trial,Cultivar,State,TMT,Rep,Orig_tmt,DOY,Spikes,Plants,Disease_Control,Response_ratio,tResponse_ratio,MOA,Treat
2014,23,Galena,Washington,23H,1,H,163,25.5,8,0.146443515,0.853556485,0.268005825,.,Treated
2014,23,Galena,Washington,23H,2,H,163,23.375,8,0.520512821,0.479487179,0.170111206,.,Treated
2014,23,Galena,Washington,23H,3,H,163,15.1428,8,0.590735135,0.409264865,0.148992624,.,Treated
2014,23,Galena,Washington,23H,4,H,163,20,8,0.774647887,0.225352113,0.088260904,.,Treated
2014,23,Galena,Washington,23I,1,I,163,34,8,-0.138075314,1.138075314,0.330022999,33,Treated
2014,23,Galena,Washington,23I,2,I,163,18.1428,8,0.62784,0.37216,0.137404755,33,Treated
2014,23,Galena,Washington,23I,3,I,163,16.375,8,0.557432432,0.442567568,0.159136164,33,Treated
2014,23,Galena,Washington,23I,4,I,163,26.75,8,0.698591549,0.301408451,0.114413623,33,Treated
2016,24,Nugget,Oregon,24A,1,A,168,1.625,8,0,1,0.301029996,Non-treated,Non-treated
2016,24,Nugget,Oregon,24A,2,A,168,0.5,8,0,1,0.301029996,Non-treated,Non-treated
2016,24,Nugget,Oregon,24A,3,A,168,2.625,8,0,1,0.301029996,Non-treated,Non-treated
2016,24,Nugget,Oregon,24A,4,A,168,5.5,8,0,1,0.301029996,Non-treated,Non-treated
2016,24,Nugget,Oregon,24B,1,B,168,0.375,8,0.769230769,0.230769231,0.09017663,33,Treated
2016,24,Nugget,Oregon,24B,2,B,168,0.125,8,0.75,0.25,0.096910013,33,Treated
2016,24,Nugget,Oregon,24B,3,B,168,1,8,0.619047619,0.380952381,0.140178703,33,Treated
2016,24,Nugget,Oregon,24B,4,B,168,3.125,8,0.431818182,0.568181818,0.195396414,33,Treated
2016,24,Nugget,Oregon,24C,1,C,168,0.25,8,0.846153846,0.153846154,0.062147907,49_40,Treated
2016,24,Nugget,Oregon,24C,2,C,168,0.875,8,-0.75,1.75,0.439332694,49_40,Treated
2016,24,Nugget,Oregon,24C,3,C,168,0.125,8,0.952380952,0.047619048,0.020203386,49_40,Treated
2016,24,Nugget,Oregon,24C,4,C,168,1.75,8,0.681818182,0.318181818,0.119975317,49_40,Treated
2016,24,Nugget,Oregon,24D,1,D,168,0.25,8,0.846153846,0.153846154,0.062147907,49_40,Treated
2016,24,Nugget,Oregon,24D,2,D,168,0.875,8,-0.75,1.75,0.439332694,49_40,Treated
2016,24,Nugget,Oregon,24D,3,D,168,1.625,8,0.380952381,0.619047619,0.209259622,49_40,Treated
2016,24,Nugget,Oregon,24D,4,D,168,1.25,8,0.772727273,0.227272727,0.088941083,49_40,Treated
2016,24,Nugget,Oregon,24E,1,E,168,0,8,1,0,0,43,Treated
2016,24,Nugget,Oregon,24E,2,E,168,0.125,8,0.75,0.25,0.096910013,43,Treated
2016,24,Nugget,Oregon,24E,3,E,168,0,8,1,0,0,43,Treated
2016,24,Nugget,Oregon,24E,4,E,168,0.75,8,0.863636364,0.136363636,0.055517328,43,Treated
2016,24,Nugget,Oregon,24F,1,F,168,1,8,0.384615385,0.615384615,0.208275942,33,Treated
2016,24,Nugget,Oregon,24F,2,F,168,0.375,8,0.25,0.75,0.243038049,33,Treated
2016,24,Nugget,Oregon,24F,3,F,168,0.75,8,0.714285714,0.285714286,0.10914447,33,Treated
2016,24,Nugget,Oregon,24F,4,F,168,2,8,0.636363636,0.363636364,0.134698574,33,Treated
2016,25,Nugget,Oregon,25A,1,A,141,59.75,8,0,1,0.301029996,Non-treated,Non-treated
2016,25,Nugget,Oregon,25A,2,A,141,57.5,8,0,1,0.301029996,Non-treated,Non-treated
2016,25,Nugget,Oregon,25A,3,A,141,91.875,8,0,1,0.301029996,Non-treated,Non-treated
2016,25,Nugget,Oregon,25A,4,A,141,76.75,8,0,1,0.301029996,Non-treated,Non-treated
2016,25,Nugget,Oregon,25B,1,B,141,79.5,8,-0.330543933,1.330543933,0.367457294,33,Treated
2016,25,Nugget,Oregon,25B,2,B,141,51.125,8,0.110869565,0.889130435,0.276261945,33,Treated
2016,25,Nugget,Oregon,25B,3,B,141,74.75,8,0.186394558,0.813605442,0.25854281,33,Treated
2016,25,Nugget,Oregon,25B,4,B,141,63.25,8,0.175895765,0.824104235,0.261049652,33,Treated
2016,25,Nugget,Oregon,25C,1,C,141,15.875,8,0.734309623,0.265690377,0.102327478,49_40,Treated
2016,25,Nugget,Oregon,25C,2,C,141,5.25,8,0.908695652,0.091304348,0.037945886,49_40,Treated
2016,25,Nugget,Oregon,25C,3,C,141,25.375,8,0.723809524,0.276190476,0.105915499,49_40,Treated
2016,25,Nugget,Oregon,25C,4,C,141,24.625,8,0.679153094,0.320846906,0.120852483,49_40,Treated
2016,25,Nugget,Oregon,25D,1,D,141,18.25,8,0.694560669,0.305439331,0.115756693,49_40,Treated
2016,25,Nugget,Oregon,25D,2,D,141,22.625,8,0.606521739,0.393478261,0.144100198,49_40,Treated
2016,25,Nugget,Oregon,25D,3,D,141,37.25,8,0.594557823,0.405442177,0.147812982,49_40,Treated
2016,25,Nugget,Oregon,25D,4,D,141,17.875,8,0.767100977,0.232899023,0.090927508,49_40,Treated
2017,26,Nugget,Oregon,26A,1,A,173,5.2857,7,0,1,0.301029996,Non-treated,Non-treated
2017,26,Nugget,Oregon,26A,2,A,173,8,7,0,1,0.301029996,Non-treated,Non-treated
2017,26,Nugget,Oregon,26A,3,A,173,9.7142,7,0,1,0.301029996,Non-treated,Non-treated
2017,26,Nugget,Oregon,26A,4,A,173,31.5714,7,0,1,0.301029996,Non-treated,Non-treated
2017,26,Nugget,Oregon,26A,5,A,173,12.7142,7,0,1,0.301029996,Non-treated,Non-treated
2017,26,Nugget,Oregon,26B,1,B,173,11.2857,7,-1.135138203,2.135138203,0.49625669,33,Treated
2017,26,Nugget,Oregon,26B,2,B,173,26.8571,7,-2.3571375,3.3571375,0.639201265,33,Treated
2017,26,Nugget,Oregon,26B,3,B,173,5.8571,7,0.397057915,0.602942085,0.204917831,33,Treated
2017,26,Nugget,Oregon,26B,4,B,173,6.5714,7,0.79185592,0.20814408,0.08211873,33,Treated
2017,26,Nugget,Oregon,26B,5,B,173,15.1428,7,-0.191014771,1.191014771,0.340645305,33,Treated
2017,26,Nugget,Oregon,26C,1,C,173,0.4285,7,0.918932213,0.081067787,0.033852927,43,Treated
2017,26,Nugget,Oregon,26C,2,C,173,1.1428,7,0.85715,0.14285,0.057989233,43,Treated
2017,26,Nugget,Oregon,26C,3,C,173,2.5714,7,0.735294723,0.264705277,0.101989331,43,Treated
2017,26,Nugget,Oregon,26C,4,C,173,1.1428,7,0.963802682,0.036197318,0.015442464,43,Treated
2017,26,Nugget,Oregon,26C,5,C,173,1.2857,7,0.898876846,0.101123154,0.041835895,43,Treated
2017,26,Nugget,Oregon,26D,1,D,173,1.8571,7,0.648655807,0.351344193,0.13076598,49_40,Treated
2017,26,Nugget,Oregon,26D,2,D,173,2,7,0.75,0.25,0.096910013,49_40,Treated
2017,26,Nugget,Oregon,26D,3,D,173,0.7142,7,0.926478763,0.073521237,0.03081064,49_40,Treated
2017,26,Nugget,Oregon,26D,4,D,173,3.4285,7,0.891404879,0.108595121,0.044772963,49_40,Treated
2017,26,Nugget,Oregon,26D,5,D,173,0.4444,7,0.965046955,0.034953045,0.014920647,49_40,Treated
2017,26,Nugget,Oregon,26E,1,E,173,0.8514,7,0.838923889,0.161076111,0.06486069,49_40,Treated
2017,26,Nugget,Oregon,26E,2,E,173,0.7142,7,0.910725,0.089275,0.037137536,49_40,Treated
2017,26,Nugget,Oregon,26E,3,E,173,1.2857,7,0.867647362,0.132352638,0.053981696,49_40,Treated
2017,26,Nugget,Oregon,26E,4,E,173,1.4285,7,0.954753353,0.045246647,0.019218783,49_40,Treated
2017,26,Nugget,Oregon,26E,5,E,173,0.2222,7,0.982523478,0.017476522,0.007524397,49_40,Treated
2017,26,Nugget,Oregon,26F,1,F,173,0.7142,7,0.864880716,0.135119284,0.055041502,49_40,Treated
2017,26,Nugget,Oregon,26F,2,F,173,0.1428,7,0.98215,0.01785,0.007683781,49_40,Treated
2017,26,Nugget,Oregon,26F,3,F,173,0.2857,7,0.970589446,0.029410554,0.012588617,49_40,Treated
2017,26,Nugget,Oregon,26F,4,F,173,0.5714,7,0.981901341,0.018098659,0.007789865,49_40,Treated
2017,26,Nugget,Oregon,26F,5,F,173,0.2222,7,0.982523478,0.017476522,0.007524397,49_40,Treated
2017,26,Nugget,Oregon,26G,1,G,173,11.1428,7,-1.108102995,2.108102995,0.492495402,33,Treated
2017,26,Nugget,Oregon,26G,2,G,173,10,7,-0.25,1.25,0.352182518,33,Treated
2017,26,Nugget,Oregon,26G,3,G,173,15,7,-0.544131272,1.544131272,0.405539516,33,Treated
2017,26,Nugget,Oregon,26G,4,G,173,13.2857,7,0.579185592,0.420814408,0.152537352,33,Treated
2017,26,Nugget,Oregon,26G,5,G,173,10.6666,7,0.161048277,0.838951723,0.264570328,33,Treated
2017,27,Cascade,Oregon,27A,1,A,160,7.625,9,-0.051724138,1.051724138,0.312118968,.,Treated
2017,27,Cascade,Oregon,27A,2,A,160,6.6666,9,-0.153850148,1.153850148,0.333215484,.,Treated
2017,27,Cascade,Oregon,27A,3,A,160,8.4285,9,-1.931652174,2.931652174,0.59457509,.,Treated
2017,27,Cascade,Oregon,27A,4,A,160,6.375,9,-0.02,1.02,0.305351369,.,Treated
2017,27,Cascade,Oregon,27A,5,A,160,7,9,0,1,0.301029996,.,Treated
2017,27,Cascade,Oregon,27B,1,B,160,7.3333,9,-0.011489655,1.011489655,0.303517803,.,Treated
2017,27,Cascade,Oregon,27B,2,B,160,6.4444,9,-0.115391938,1.115391938,0.325390845,.,Treated
2017,27,Cascade,Oregon,27B,3,B,160,8.2222,9,-1.859895652,2.859895652,0.586575564,.,Treated
2017,27,Cascade,Oregon,27B,4,B,160,5,9,0.2,0.8,0.255272505,.,Treated
2017,27,Cascade,Oregon,27B,5,B,160,5,9,0.285714286,0.714285714,0.234083206,.,Treated
2017,27,Cascade,Oregon,27C,1,C,160,8.375,9,-0.155172414,1.155172414,0.333482019,.,Treated
2017,27,Cascade,Oregon,27C,2,C,160,7.8888,9,-0.365387611,1.365387611,0.373902318,.,Treated
2017,27,Cascade,Oregon,27C,3,C,160,6.6666,9,-1.318817391,2.318817391,0.520983357,.,Treated
2017,27,Cascade,Oregon,27C,4,C,160,5.3333,9,0.146672,0.853328,0.267952287,.,Treated
2017,27,Cascade,Oregon,27C,5,C,160,7,9,0,1,0.301029996,.,Treated
2017,27,Cascade,Oregon,27D,1,D,160,5.3333,9,0.264372414,0.735627586,0.239456544,.,Treated
2017,27,Cascade,Oregon,27D,2,D,160,4.1111,9,0.288453883,0.711546117,0.233388606,.,Treated
2017,27,Cascade,Oregon,27D,3,D,160,6.3333,9,-1.202886957,2.202886957,0.505541611,.,Treated
2017,27,Cascade,Oregon,27D,4,D,160,7.5555,9,-0.20888,1.20888,0.344172123,.,Treated
2017,27,Cascade,Oregon,27D,5,D,160,9.1428,9,-0.306114286,1.306114286,0.362880826,.,Treated
2017,27,Cascade,Oregon,27E,1,E,160,6.25,9,0.137931034,0.862068966,0.269995762,.,Treated
2017,27,Cascade,Oregon,27E,2,E,160,7.75,9,-0.341364211,1.341364211,0.369468976,.,Treated
2017,27,Cascade,Oregon,27E,3,E,160,7.8888,9,-1.743930435,2.743930435,0.573327771,.,Treated
2017,27,Cascade,Oregon,27E,4,E,160,4.3333,9,0.306672,0.693328,0.22874109,.,Treated
2017,27,Cascade,Oregon,27E,5,E,160,5.4444,9,0.222228571,0.777771429,0.249875922,.,Treated
2017,27,Cascade,Oregon,27F,1,F,160,6.125,9,0.155172414,0.844827586,0.265955784,.,Treated
2017,27,Cascade,Oregon,27F,2,F,160,6.3333,9,-0.096162833,1.096162833,0.321425016,.,Treated
2017,27,Cascade,Oregon,27F,3,F,160,8.5555,9,-1.975826087,2.975826087,0.599427379,.,Treated
2017,27,Cascade,Oregon,27F,4,F,160,4.5555,9,0.27112,0.72888,0.23776485,.,Treated
2017,27,Cascade,Oregon,27F,5,F,160,5.3333,9,0.2381,0.7619,0.245981256,.,Treated
2017,27,Cascade,Oregon,27G,1,G,160,4,9,0.448275862,0.551724138,0.190814516,.,Treated
2017,27,Cascade,Oregon,27G,2,G,160,9,9,-0.557713277,1.557713277,0.407851858,.,Treated
2017,27,Cascade,Oregon,27G,3,G,160,6.8888,9,-1.396104348,2.396104348,0.530981026,.,Treated
2017,27,Cascade,Oregon,27G,4,G,160,4.75,9,0.24,0.76,0.245512668,.,Treated
2017,27,Cascade,Oregon,27G,5,G,160,3.75,9,0.464285714,0.535714286,0.186310424,.,Treated
2017,27,Cascade,Oregon,27H,1,H,160,6,9,0.172413793,0.827586207,0.261877872,.,Treated
2017,27,Cascade,Oregon,27H,2,H,160,5.6666,9,0.019229105,0.980770895,0.296834246,.,Treated
2017,27,Cascade,Oregon,27H,3,H,160,8.625,9,-2,3,0.602059991,.,Treated
2017,27,Cascade,Oregon,27H,4,H,160,5.4444,9,0.128896,0.871104,0.272097927,.,Treated
2017,27,Cascade,Oregon,27H,5,H,160,6.2857,9,0.102042857,0.897957143,0.278286402,.,Treated
2017,27,Cascade,Oregon,27I,1,I,160,4.5,9,0.379310345,0.620689655,0.20969986,M1,Treated
2017,27,Cascade,Oregon,27I,2,I,160,8.3333,9,-0.442321339,1.442321339,0.387802804,M1,Treated
2017,27,Cascade,Oregon,27I,3,I,160,4.2222,9,-0.468591304,1.468591304,0.392449195,M1,Treated
2017,27,Cascade,Oregon,27I,4,I,160,5.5555,9,0.11112,0.88888,0.276204368,M1,Treated
2017,27,Cascade,Oregon,27I,5,I,160,4.625,9,0.339285714,0.660714286,0.220294922,M1,Treated
2017,27,Cascade,Oregon,27J,1,J,160,7.25,9,0,1,0.301029996,Non-treated,Non-treated
2017,27,Cascade,Oregon,27J,2,J,160,5.7777,9,0,1,0.301029996,Non-treated,Non-treated
2017,27,Cascade,Oregon,27J,3,J,160,2.875,9,0,1,0.301029996,Non-treated,Non-treated
2017,27,Cascade,Oregon,27J,4,J,160,6.25,9,0,1,0.301029996,Non-treated,Non-treated
2017,27,Cascade,Oregon,27J,5,J,160,7,9,0,1,0.301029996,Non-treated,Non-treated
2017,27,Cascade,Oregon,27K,1,K,160,7.5714,9,-0.044331034,1.044331034,0.310551222,28,Treated
2017,27,Cascade,Oregon,27K,2,K,160,5.6666,9,0.019229105,0.980770895,0.296834246,28,Treated
2017,27,Cascade,Oregon,27K,3,K,160,7.5555,9,-1.628,2.628,0.559667278,28,Treated
2017,27,Cascade,Oregon,27K,4,K,160,8.625,9,-0.38,1.38,0.376576957,28,Treated
2017,27,Cascade,Oregon,27K,5,K,160,7.125,9,-0.017857143,1.017857143,0.304890417,28,Treated
2017,27,Cascade,Oregon,27L,1,L,160,5.3333,9,0.264372414,0.735627586,0.239456544,33,Treated
2017,27,Cascade,Oregon,27L,2,L,160,4.625,9,0.199508455,0.800491545,0.255391086,33,Treated
2017,27,Cascade,Oregon,27L,3,L,160,6.6666,9,-1.318817391,2.318817391,0.520983357,33,Treated
2017,27,Cascade,Oregon,27L,4,L,160,6,9,0.04,0.96,0.292256071,33,Treated
2017,27,Cascade,Oregon,27L,5,L,160,2,9,0.714285714,0.285714286,0.10914447,33,Treated
2017,28,Nugget,Oregon,28A,1,A,156,1,4,0.946666667,0.053333333,0.022565828,M04,Treated
2017,28,Nugget,Oregon,28A,2,A,156,0.25,4,0.991304348,0.008695652,0.003760149,M04,Treated
2017,28,Nugget,Oregon,28A,3,A,156,1.25,4,0.966666667,0.033333333,0.014240439,M04,Treated
2017,28,Nugget,Oregon,28A,4,A,156,7,4,0.776,0.224,0.087781418,M04,Treated
2017,28,Nugget,Oregon,28B,1,B,156,0.5,4,0.973333333,0.026666667,0.011429462,45_40,Treated
2017,28,Nugget,Oregon,28B,2,B,156,1,4,0.965217391,0.034782609,0.014849121,45_40,Treated
2017,28,Nugget,Oregon,28B,3,B,156,3,4,0.92,0.08,0.033423755,45_40,Treated
2017,28,Nugget,Oregon,28B,4,B,156,0.75,4,0.976,0.024,0.010299957,45_40,Treated
2017,28,Nugget,Oregon,28C,1,C,156,2.75,4,0.853333333,0.146666667,0.059437188,21,Treated
2017,28,Nugget,Oregon,28C,2,C,156,0.5,4,0.982608696,0.017391304,0.007488021,21,Treated
2017,28,Nugget,Oregon,28C,3,C,156,2.5,4,0.933333333,0.066666667,0.028028724,21,Treated
2017,28,Nugget,Oregon,28C,4,C,156,4.5,4,0.856,0.144,0.058426024,21,Treated
2017,28,Nugget,Oregon,28D,1,D,156,8.75,4,0.533333333,0.466666667,0.166331422,M1,Treated
2017,28,Nugget,Oregon,28D,2,D,156,23,4,0.2,0.8,0.255272505,M1,Treated
2017,28,Nugget,Oregon,28D,3,D,156,15.5,4,0.586666667,0.413333333,0.150244602,M1,Treated
2017,28,Nugget,Oregon,28D,4,D,156,14.25,4,0.544,0.456,0.163161375,M1,Treated
2017,28,Nugget,Oregon,28E,1,E,156,7.5,4,0.6,0.4,0.146128036,M1,Treated
2017,28,Nugget,Oregon,28E,2,E,156,28.75,4,0,1,0.301029996,M1,Treated
2017,28,Nugget,Oregon,28E,3,E,156,18,4,0.52,0.48,0.170261715,M1,Treated
2017,28,Nugget,Oregon,28E,4,E,156,13.75,4,0.56,0.44,0.158362492,M1,Treated
2017,28,Nugget,Oregon,28F,1,F,156,7.75,4,0.586666667,0.413333333,0.150244602,M1,Treated
2017,28,Nugget,Oregon,28F,2,F,156,16.75,4,0.417391304,0.582608696,0.199373548,M1,Treated
2017,28,Nugget,Oregon,28F,3,F,156,5.25,4,0.86,0.14,0.056904851,M1,Treated
2017,28,Nugget,Oregon,28F,4,F,156,11.75,4,0.624,0.376,0.138618434,M1,Treated
2017,28,Nugget,Oregon,28G,1,G,156,0.25,4,0.986666667,0.013333333,0.005752329,40_BM01,Treated
2017,28,Nugget,Oregon,28G,2,G,156,1.5,4,0.947826087,0.052173913,0.02208753,40_BM01,Treated
2017,28,Nugget,Oregon,28G,3,G,156,0.75,4,0.98,0.02,0.008600172,40_BM01,Treated
2017,28,Nugget,Oregon,28G,4,G,156,0.5,4,0.984,0.016,0.006893708,40_BM01,Treated
2017,28,Nugget,Oregon,28H,1,H,156,0,4,1,0,0,M04_BM01,Treated
2017,28,Nugget,Oregon,28H,2,H,156,0.5,4,0.982608696,0.017391304,0.007488021,M04_BM01,Treated
2017,28,Nugget,Oregon,28H,3,H,156,2.5,4,0.933333333,0.066666667,0.028028724,M04_BM01,Treated
2017,28,Nugget,Oregon,28H,4,H,156,0.5,4,0.984,0.016,0.006893708,M04_BM01,Treated
2017,28,Nugget,Oregon,28I,1,I,156,3,4,0.84,0.16,0.064457989,40,Treated
2017,28,Nugget,Oregon,28I,2,I,156,2,4,0.930434783,0.069565217,0.029207271,40,Treated
2017,28,Nugget,Oregon,28I,3,I,156,1.25,4,0.966666667,0.033333333,0.014240439,40,Treated
2017,28,Nugget,Oregon,28I,4,I,156,5.25,4,0.832,0.168,0.067442843,40,Treated
2017,28,Nugget,Oregon,28J,1,J,156,2,4,0.893333333,0.106666667,0.044016829,M1_M04,Treated
2017,28,Nugget,Oregon,28J,2,J,156,5.5,4,0.808695652,0.191304348,0.076022727,M1_M04,Treated
2017,28,Nugget,Oregon,28J,3,J,156,3,4,0.92,0.08,0.033423755,M1_M04,Treated
2017,28,Nugget,Oregon,28J,4,J,156,2,4,0.936,0.064,0.026941628,M1_M04,Treated
2017,28,Nugget,Oregon,28K,1,K,156,16.25,4,0.133333333,0.866666667,0.271066772,BM02,Treated
2017,28,Nugget,Oregon,28K,2,K,156,22,4,0.234782609,0.765217391,0.246798197,BM02,Treated
2017,28,Nugget,Oregon,28K,3,K,156,20.75,4,0.446666667,0.553333333,0.191264662,BM02,Treated
2017,28,Nugget,Oregon,28K,4,K,156,33.75,4,-0.08,1.08,0.318063335,BM02,Treated
2017,28,Nugget,Oregon,28L,1,L,156,18.75,4,0,1,0.301029996,Non-treated,Non-treated
2017,28,Nugget,Oregon,28L,2,L,156,28.75,4,0,1,0.301029996,Non-treated,Non-treated
2017,28,Nugget,Oregon,28L,3,L,156,37.5,4,0,1,0.301029996,Non-treated,Non-treated
2017,28,Nugget,Oregon,28L,4,L,156,31.25,4,0,1,0.301029996,Non-treated,Non-treated
2018,30,Zeus,Washington,30A,1,A,188,6.1428,7,0,1,0.301029996,Non-treated,Non-treated
2018,30,Zeus,Washington,30A,2,A,188,4,7,0,1,0.301029996,Non-treated,Non-treated
2018,30,Zeus,Washington,30A,3,A,188,5.7142,7,0,1,0.301029996,Non-treated,Non-treated
2018,30,Zeus,Washington,30B,1,B,188,1,7,0.837207788,0.162792212,0.065502114,39,Treated
2018,30,Zeus,Washington,30B,2,B,188,4.7142,7,-0.17855,1.17855,0.338167532,39,Treated
2018,30,Zeus,Washington,30B,3,B,188,1.8571,7,0.675002625,0.324997375,0.122215018,39,Treated
2018,30,Zeus,Washington,30C,1,C,188,1.1742,7,0.808849385,0.191150615,0.075966679,39_22,Treated
2018,30,Zeus,Washington,30C,2,C,188,2.2857,7,0.428575,0.571425,0.196293658,39_22,Treated
2018,30,Zeus,Washington,30C,3,C,188,2.1428,7,0.625004375,0.374995625,0.138301316,39_22,Treated
2018,30,Zeus,Washington,30D,1,D,188,2.1666,7,0.647294393,0.352705607,0.13120329,39_22,Treated
2018,30,Zeus,Washington,30D,2,D,188,2.1428,7,0.4643,0.5357,0.186306384,39_22,Treated
2018,30,Zeus,Washington,30D,3,D,188,3.1428,7,0.45000175,0.54999825,0.190331208,39_22,Treated
2018,30,Zeus,Washington,30E,1,E,188,0.4285,7,0.930243537,0.069756463,0.029284919,22,Treated
2018,30,Zeus,Washington,30E,2,E,188,2.2857,7,0.428575,0.571425,0.196293658,22,Treated
2018,30,Zeus,Washington,30E,3,E,188,7.2857,7,-0.275016625,1.275016625,0.356984575,22,Treated
2018,30,Zeus,Washington,30F,1,F,188,0.1428,7,0.976753272,0.023246728,0.009980365,40,Treated
2018,30,Zeus,Washington,30F,2,F,188,1.5714,7,0.60715,0.39285,0.143904349,40,Treated
2018,30,Zeus,Washington,30F,3,F,188,3.1428,7,0.45000175,0.54999825,0.190331208,40,Treated
2018,31,Cascade,Oregon,31A,1,A,163/164,7.1111,9,0,1,0.301029996,.,Treated
2018,31,Cascade,Oregon,31A,2,A,163/164,11.1111,9,-0.886819046,1.886819046,0.460419562,.,Treated
2018,31,Cascade,Oregon,31A,3,A,163/164,3.5555,9,0.367911111,0.632088889,0.212743808,.,Treated
2018,31,Cascade,Oregon,31A,4,A,163/164,2.8888,9,0.559331859,0.440668141,0.158563952,.,Treated
2018,31,Cascade,Oregon,31A,5,A,163/164,4.4444,9,0.680001152,0.319998848,0.120573552,.,Treated
2018,31,Cascade,Oregon,31B,1,B,163/164,4.8888,9,0.312511426,0.687488574,0.227240841,.,Treated
2018,31,Cascade,Oregon,31B,2,B,163/164,7.4444,9,-0.264162478,1.264162478,0.354907589,.,Treated
2018,31,Cascade,Oregon,31B,3,B,163/164,2.8888,9,0.486435556,0.513564444,0.180000917,.,Treated
2018,31,Cascade,Oregon,31B,4,B,163/164,3.8888,9,0.406788193,0.593211807,0.202273516,.,Treated
2018,31,Cascade,Oregon,31B,5,B,163/164,4.2222,9,0.695999654,0.304000346,0.115277707,.,Treated
2018,31,Cascade,Oregon,31C,1,C,163/164,3,9,0.578124341,0.421875659,0.15286162,.,Treated
2018,31,Cascade,Oregon,31C,2,C,163/164,4.3333,9,0.264145497,0.735854503,0.23951332,.,Treated
2018,31,Cascade,Oregon,31C,3,C,163/164,4.3333,9,0.229635556,0.770364444,0.248062679,.,Treated
2018,31,Cascade,Oregon,31C,4,C,163/164,2.2222,9,0.661017466,0.338982534,0.126774912,.,Treated
2018,31,Cascade,Oregon,31C,5,C,163/164,1.8888,9,0.86400553,0.13599447,0.055376217,.,Treated
2018,31,Cascade,Oregon,31D,1,D,163/164,2.5555,9,0.640632251,0.359367749,0.133336962,.,Treated
2018,31,Cascade,Oregon,31D,2,D,163/164,4,9,0.320744464,0.679255536,0.225116789,.,Treated
2018,31,Cascade,Oregon,31D,3,D,163/164,2.2222,9,0.604942222,0.395057778,0.144592195,.,Treated
2018,31,Cascade,Oregon,31D,4,D,163/164,2.7777,9,0.57627946,0.42372054,0.153424751,.,Treated
2018,31,Cascade,Oregon,31D,5,D,163/164,3.3333,9,0.760000864,0.239999136,0.093421383,.,Treated
2018,31,Cascade,Oregon,31E,1,E,163/164,2.25,9,0.683593256,0.316406744,0.119390099,.,Treated
2018,31,Cascade,Oregon,31E,2,E,163/164,3.5555,9,0.396226735,0.603773265,0.205142969,.,Treated
2018,31,Cascade,Oregon,31E,3,E,163/164,2.7777,9,0.506186667,0.493813333,0.174296331,.,Treated
2018,31,Cascade,Oregon,31E,4,E,163/164,2,9,0.694912669,0.305087331,0.115639574,.,Treated
2018,31,Cascade,Oregon,31E,5,E,163/164,1.75,9,0.873999194,0.126000806,0.051538701,.,Treated
2018,31,Cascade,Oregon,31F,1,F,163/164,3,9,0.578124341,0.421875659,0.15286162,.,Treated
2018,31,Cascade,Oregon,31F,2,F,163/164,5.5555,9,0.056598968,0.943401032,0.288562429,.,Treated
2018,31,Cascade,Oregon,31F,3,F,163/164,2,9,0.644444444,0.355555556,0.132117321,.,Treated
2018,31,Cascade,Oregon,31F,4,F,163/164,3.7777,9,0.423735794,0.576264206,0.197629014,.,Treated
2018,31,Cascade,Oregon,31F,5,F,163/164,3.5555,9,0.744002362,0.255997638,0.098988823,.,Treated
2018,31,Cascade,Oregon,31G,1,G,163/164,5.8888,9,0.171886206,0.828113794,0.262003226,.,Treated
2018,31,Cascade,Oregon,31G,2,G,163/164,7.4444,9,-0.264162478,1.264162478,0.354907589,.,Treated
2018,31,Cascade,Oregon,31G,3,G,163/164,4.75,9,0.155555556,0.844444444,0.265865578,.,Treated
2018,31,Cascade,Oregon,31G,4,G,163/164,4.375,9,0.332621463,0.667378537,0.222034207,.,Treated
2018,31,Cascade,Oregon,31G,5,G,163/164,4.2222,9,0.695999654,0.304000346,0.115277707,.,Treated
2018,31,Cascade,Oregon,31H,1,H,163/164,5.6666,9,0.20313313,0.79686687,0.254515901,.,Treated
2018,31,Cascade,Oregon,31H,2,H,163/164,6.6666,9,-0.132081239,1.132081239,0.328803749,.,Treated
2018,31,Cascade,Oregon,31H,3,H,163/164,4.5555,9,0.190133333,0.809866667,0.257646582,.,Treated
2018,31,Cascade,Oregon,31H,4,H,163/164,5.8888,9,0.101700862,0.898299138,0.278364651,.,Treated
2018,31,Cascade,Oregon,31H,5,H,163/164,6.25,9,0.54999712,0.45000288,0.161368865,.,Treated
2018,31,Cascade,Oregon,31I,1,I,163/164,8.4444,9,-0.187495605,1.187495605,0.339947189,M1,Treated
2018,31,Cascade,Oregon,31I,2,I,163/164,4.5555,9,0.226412852,0.773587148,0.248852533,M1,Treated
2018,31,Cascade,Oregon,31I,3,I,163/164,9.1111,9,-0.619751111,1.619751111,0.418260033,M1,Treated
2018,31,Cascade,Oregon,31I,4,I,163/164,4.2222,9,0.355930135,0.644069865,0.215920269,M1,Treated
2018,31,Cascade,Oregon,31I,5,I,163/164,3,9,0.783998618,0.216001382,0.084934069,M1,Treated
2018,31,Cascade,Oregon,31J,1,J,163/164,2,9,0.718749561,0.281250439,0.107634027,.,Treated
2018,31,Cascade,Oregon,31J,2,J,163/164,3.2222,9,0.452825703,0.547174297,0.189539242,.,Treated
2018,31,Cascade,Oregon,31J,3,J,163/164,4.2222,9,0.249386667,0.750613333,0.243190232,.,Treated
